Name	Index Year	Overall Score	Business Freedom	Trade Freedom	Fiscal Freedom	Government Spending	Monetary Freedom	Investment Freedom	Financial Freedom	Property Rights	Freedom From Corruption	Labor Freedom
Papua New Guinea	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Paraguay "	2002	59,6	55,0	58,0	89,8	92,3	71,3	70,0	50,0	30,0	20,0	N/A
Peru	2002	64,8	55,0	60,4	80,5	91,3	82,3	70,0	70,0	30,0	44,0	N/A
Poland	2002	65,0	70,0	78,8	65,3	49,6	70,4	70,0	70,0	70,0	41,0	N/A
Portugal	2002	65,4	70,0	79,6	60,8	39,3	84,7	70,0	50,0	70,0	64,0	N/A
Qatar	2002	61,9	55,0	77,0	87,5	56,7	81,2	50,0	30,0	50,0	70,0	N/A
"Republic of Congo "	2002	45,3	55,0	48,2	54,5	67,3	82,8	30,0	30,0	30,0	10,0	N/A
Romania	2002	48,7	55,0	74,4	64,4	58,9	46,6	50,0	30,0	30,0	29,0	N/A
Russia	2002	48,7	55,0	57,4	84,9	58,9	51,3	50,0	30,0	30,0	21,0	N/A
Rwanda	2002	50,4	40,0	59,4	67,0	88,0	79,3	50,0	30,0	30,0	10,0	N/A
Saint Lucia	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saint Vincent and the Grenadines	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Samoa	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"São Tomé and Príncipe "	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saudi Arabia	2002	65,3	70,0	63,4	99,4	71,2	83,4	50,0	30,0	50,0	70,0	N/A
Senegal	2002	58,6	55,0	61,0	59,9	86,8	79,4	50,0	50,0	50,0	35,0	N/A
"Serbia "	2002	46,6	40,0	88,4	89,8	74,8	46,8	10,0	30,0	30,0	10,0	N/A
Seychelles	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sierra Leone	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Singapore	2002	87,4	100,0	83,0	83,1	90,3	89,0	90,0	70,0	90,0	91,0	N/A
Slovakia	2002	59,8	70,0	79,8	61,1	33,7	68,8	70,0	70,0	50,0	35,0	N/A
Slovenia	2002	57,8	85,0	64,2	51,8	41,9	72,0	50,0	50,0	50,0	55,0	N/A
Solomon Islands	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
South Africa	2002	64,0	70,0	61,0	65,2	79,7	80,3	70,0	50,0	50,0	50,0	N/A
South Korea	2002	69,5	70,0	67,6	69,9	82,7	85,2	70,0	50,0	90,0	40,0	N/A
Spain	2002	68,8	70,0	79,6	53,1	52,0	84,1	70,0	70,0	70,0	70,0	N/A
Sri Lanka	2002	64,0	70,0	72,0	73,3	81,3	79,3	50,0	50,0	50,0	50,0	N/A
Sudan	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Suriname	2002	48,0	55,0	66,8	65,7	65,3	39,0	50,0	30,0	50,0	10,0	N/A
Swaziland	2002	60,9	70,0	61,0	72,7	71,2	73,4	70,0	50,0	50,0	30,0	N/A
Sweden	2002	70,8	70,0	79,6	31,4	2,5	89,7	90,0	90,0	90,0	94,0	N/A
Switzerland	2002	79,3	70,0	83,0	80,0	56,7	88,1	70,0	90,0	90,0	86,0	N/A
Syria	2002	36,3	55,0	15,0	40,4	63,3	73,0	30,0	10,0	30,0	10,0	N/A
Taiwan	2002	71,3	70,0	80,0	75,7	82,7	88,5	50,0	70,0	70,0	55,0	N/A
Tajikistan	2002	47,3	55,0	69,0	61,6	91,3	48,9	30,0	30,0	30,0	10,0	N/A
Tanzania	2002	58,3	55,0	46,0	81,0	94,1	73,2	70,0	50,0	30,0	25,0	N/A
"Thailand "	2002	69,1	70,0	77,8	75,3	90,3	86,4	70,0	50,0	70,0	32,0	N/A
The Bahamas	2002	74,4	100,0	15,0	97,0	89,2	88,1	50,0	70,0	90,0	70,0	N/A
The Gambia	2002	57,7	55,0	65,6	73,0	84,1	81,9	50,0	50,0	50,0	10,0	N/A
The Netherlands	2002	75,1	70,0	79,6	43,6	39,3	84,6	90,0	90,0	90,0	89,0	N/A
The Philippines	2002	60,7	55,0	71,6	77,4	88,0	75,9	50,0	50,0	50,0	28,0	N/A
Timor-Leste	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Togo	2002	45,2	40,0	61,0	54,3	89,2	82,7	30,0	10,0	30,0	10,0	N/A
Tonga	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Trinidad and Tobago	2002	70,1	70,0	66,8	71,6	76,5	82,8	70,0	70,0	70,0	53,0	N/A
Tunisia	2002	60,2	70,0	27,2	68,8	69,3	84,3	70,0	50,0	50,0	52,0	N/A
Turkey	2002	54,2	55,0	79,6	65,2	58,9	41,0	50,0	50,0	50,0	38,0	N/A
Turkmenistan	2002	43,2	55,0	25,0	85,1	81,3	62,5	30,0	10,0	30,0	10,0	N/A
Uganda	2002	61,0	70,0	72,2	80,7	90,3	83,2	50,0	30,0	50,0	23,0	N/A
Ukraine	2002	48,2	55,0	71,0	66,1	58,9	58,2	50,0	30,0	30,0	15,0	N/A
United Arab Emirates	2002	73,6	85,0	77,0	99,9	58,3	81,9	50,0	50,0	70,0	90,0	N/A
United Kingdom	2002	78,5	85,0	79,6	61,5	58,9	84,7	70,0	90,0	90,0	87,0	N/A
United States	2002	78,4	85,0	79,4	63,4	65,3	84,1	70,0	90,0	90,0	78,0	N/A
"Uruguay "	2002	68,7	70,0	58,0	86,9	69,3	80,1	70,0	70,0	70,0	44,0	N/A
Uzbekistan	2002	38,5	40,0	50,0	50,9	69,3	42,4	30,0	10,0	30,0	24,0	N/A
Vanuatu	2002	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Venezuela "	2002	54,7	55,0	58,8	75,0	89,2	56,9	50,0	50,0	30,0	27,0	N/A
Vietnam	2002	45,6	40,0	51,0	54,1	90,3	80,4	30,0	30,0	10,0	25,0	N/A
Yemen	2002	48,6	55,0	68,6	74,9	69,3	69,7	30,0	30,0	30,0	10,0	N/A
Zambia	2002	59,6	55,0	67,6	75,8	76,5	57,7	70,0	50,0	50,0	34,0	N/A
Zimbabwe	2002	36,7	55,0	59,8	64,8	52,0	38,5	10,0	10,0	10,0	30,0	N/A
Afghanistan	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Albania	2001	56,6	70,0	63,8	79,5	71,2	71,8	70,0	30,0	30,0	23,0	N/A
Algeria	2001	57,3	70,0	59,6	64,6	63,3	78,2	50,0	50,0	30,0	50,0	N/A
Angola	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Argentina	2001	68,6	85,0	65,0	72,5	79,7	95,4	70,0	70,0	50,0	30,0	N/A
Armenia	2001	66,4	55,0	77,0	81,9	85,5	77,8	70,0	70,0	50,0	30,0	N/A
Australia	2001	77,4	70,0	79,0	55,4	67,3	87,9	70,0	90,0	90,0	87,0	N/A
Austria	2001	68,1	70,0	78,0	44,2	25,0	89,6	70,0	70,0	90,0	76,0	N/A
Azerbaijan	2001	50,3	55,0	66,8	71,8	86,8	65,1	30,0	30,0	30,0	17,0	N/A
Bahrain	2001	75,9	85,0	75,4	99,2	73,0	90,3	50,0	80,0	60,0	70,0	N/A
"Bangladesh "	2001	51,2	40,0	48,8	77,3	93,3	68,6	50,0	30,0	30,0	23,0	N/A
Barbados	2001	71,5	85,0	46,8	58,8	65,3	87,4	70,0	70,0	90,0	70,0	N/A
Belarus	2001	38,0	40,0	70,2	66,0	41,9	0,0	30,0	30,0	30,0	34,0	N/A
Belgium	2001	63,8	70,0	78,0	33,2	22,0	88,3	70,0	70,0	90,0	53,0	N/A
Belize	2001	65,9	70,0	56,0	83,6	74,8	88,9	50,0	50,0	70,0	50,0	N/A
Benin	2001	60,1	70,0	61,0	71,5	97,0	81,2	50,0	50,0	30,0	30,0	N/A
Bhutan	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Bolivia	2001	68,0	55,0	71,6	88,2	74,8	87,7	90,0	70,0	50,0	25,0	N/A
Bosnia and Herzegovina	2001	36,6	40,0	67,6	67,0	0,0	75,2	30,0	30,0	10,0	10,0	N/A
Botswana	2001	66,8	70,0	61,0	80,4	61,1	77,6	50,0	70,0	70,0	61,0	N/A
Brazil	2001	61,9	70,0	57,0	87,0	71,2	81,3	50,0	50,0	50,0	41,0	N/A
Bulgaria	2001	51,9	55,0	57,2	58,1	67,3	26,2	70,0	50,0	50,0	33,0	N/A
Burkina Faso	2001	56,7	55,0	61,0	73,4	76,5	84,6	70,0	50,0	30,0	10,0	N/A
Burma	2001	46,1	40,0	69,0	74,9	95,7	55,1	10,0	30,0	30,0	10,0	N/A
Burundi	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cambodia	2001	59,6	55,0	62,8	91,6	94,1	73,2	50,0	50,0	30,0	30,0	N/A
Cameroon	2001	53,3	55,0	61,6	50,4	89,2	78,6	50,0	50,0	30,0	15,0	N/A
Canada	2001	71,2	85,0	77,8	41,5	47,1	87,2	50,0	70,0	90,0	92,0	N/A
Cape Verde	2001	56,3	70,0	39,4	64,9	61,1	71,2	70,0	30,0	70,0	30,0	N/A
Central African Republic	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Chad	2001	46,4	55,0	53,8	45,9	85,5	77,3	30,0	30,0	30,0	10,0	N/A
Chile	2001	75,1	85,0	71,6	73,7	84,1	82,4	70,0	50,0	90,0	69,0	N/A
China	2001	52,6	55,0	46,0	70,4	94,1	84,1	30,0	30,0	30,0	34,0	N/A
Colombia	2001	65,6	70,0	69,2	72,4	88,0	71,7	70,0	70,0	50,0	29,0	N/A
Comoros	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Costa Rica "	2001	67,6	70,0	71,8	83,2	88,0	74,3	70,0	50,0	50,0	51,0	N/A
"Côte d'Ivoire "	2001	54,8	55,0	61,0	52,1	82,7	86,0	50,0	50,0	30,0	26,0	N/A
Croatia	2001	50,7	55,0	71,6	66,9	33,7	71,7	50,0	50,0	30,0	27,0	N/A
Cuba	2001	31,6	40,0	60,6	46,5	0,0	77,0	30,0	10,0	10,0	10,0	N/A
Cyprus	2001	71,0	85,0	77,0	71,4	58,9	86,2	50,0	70,0	90,0	50,0	N/A
Czech Republic	2001	70,2	85,0	72,8	67,5	49,6	81,2	70,0	90,0	70,0	46,0	N/A
Democratic Republic of Congo	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Denmark	2001	68,3	85,0	78,0	31,6	0,0	90,3	70,0	70,0	90,0	100,0	N/A
Djibouti	2001	58,3	55,0	51,0	87,1	67,3	84,0	50,0	50,0	50,0	30,0	N/A
Dominica	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Dominican Republic	2001	59,1	55,0	59,4	85,3	93,3	79,2	50,0	50,0	30,0	30,0	N/A
Ecuador	2001	55,1	55,0	59,0	90,8	85,5	51,9	70,0	30,0	30,0	24,0	N/A
Egypt	2001	51,5	55,0	47,2	66,1	54,4	78,3	50,0	30,0	50,0	33,0	N/A
"El Salvador "	2001	73,0	85,0	77,2	83,7	94,1	87,6	70,0	70,0	50,0	39,0	N/A
Equatorial Guinea	2001	47,9	55,0	61,0	89,5	90,3	75,1	30,0	10,0	10,0	10,0	N/A
Eritrea	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Estonia	2001	76,1	85,0	85,0	79,6	67,3	80,6	90,0	70,0	70,0	57,0	N/A
Ethiopia	2001	48,9	55,0	46,0	66,7	78,1	74,4	30,0	30,0	30,0	30,0	N/A
Fiji	2001	53,7	70,0	60,2	70,7	63,3	79,0	30,0	50,0	30,0	30,0	N/A
Finland	2001	69,7	70,0	78,0	55,6	28,0	87,9	70,0	50,0	90,0	98,0	N/A
France	2001	58,0	70,0	78,0	33,9	18,9	85,0	50,0	50,0	70,0	66,0	N/A
Gabon	2001	55,0	55,0	39,0	52,2	63,3	85,3	50,0	50,0	50,0	50,0	N/A
Georgia	2001	58,3	55,0	75,6	90,9	89,2	61,1	50,0	30,0	50,0	23,0	N/A
Germany	2001	69,5	70,0	78,0	44,7	33,7	89,4	90,0	50,0	90,0	80,0	N/A
Ghana	2001	58,0	55,0	56,0	73,0	84,1	71,0	50,0	50,0	50,0	33,0	N/A
Greece	2001	63,4	70,0	78,0	50,9	54,4	78,3	70,0	50,0	70,0	49,0	N/A
"Guatemala "	2001	65,1	55,0	72,6	86,7	94,9	74,8	50,0	70,0	50,0	32,0	N/A
Guinea	2001	58,4	55,0	70,2	71,3	92,3	76,6	50,0	50,0	30,0	30,0	N/A
Guinea-Bissau	2001	42,5	40,0	64,8	65,9	81,3	70,9	30,0	10,0	10,0	10,0	N/A
Guyana	2001	53,3	55,0	51,0	60,3	54,4	79,0	50,0	50,0	50,0	30,0	N/A
Haiti	2001	47,1	40,0	65,0	78,3	95,7	64,7	30,0	30,0	10,0	10,0	N/A
"Honduras "	2001	57,0	55,0	73,8	81,9	86,8	67,2	50,0	50,0	30,0	18,0	N/A
Hong Kong	2001	89,9	100,0	90,0	93,7	91,0	87,4	90,0	90,0	90,0	77,0	N/A
"Hungary "	2001	65,6	70,0	77,8	65,7	41,9	73,3	70,0	70,0	70,0	52,0	N/A
Iceland	2001	73,4	70,0	82,4	62,9	58,9	84,6	70,0	50,0	90,0	92,0	N/A
India	2001	49,0	55,0	25,6	77,0	76,5	68,2	30,0	30,0	50,0	29,0	N/A
Indonesia	2001	52,5	55,0	67,2	80,4	86,8	56,2	50,0	30,0	30,0	17,0	N/A
Iran	2001	35,9	40,0	62,0	41,3	82,7	57,2	10,0	10,0	10,0	10,0	N/A
Iraq	2001	17,2	55,0	40,0	10,0	10,2	0,0	10,0	10,0	10,0	10,0	N/A
Ireland	2001	81,2	85,0	78,0	63,0	71,2	86,6	90,0	90,0	90,0	77,0	N/A
Israel	2001	66,1	70,0	83,0	53,1	30,9	80,0	90,0	50,0	70,0	68,0	N/A
Italy	2001	63,0	70,0	78,0	47,1	28,0	86,5	70,0	70,0	70,0	47,0	N/A
"Jamaica "	2001	63,7	70,0	76,4	76,7	84,1	78,3	70,0	30,0	50,0	38,0	N/A
Japan	2001	70,9	85,0	80,6	70,4	58,9	92,8	50,0	50,0	90,0	60,0	N/A
Jordan	2001	68,3	70,0	65,8	76,2	61,1	87,4	70,0	70,0	70,0	44,0	N/A
Kazakhstan	2001	51,8	55,0	65,0	79,2	88,0	66,2	30,0	30,0	30,0	23,0	N/A
Kenya	2001	57,6	55,0	60,6	77,3	76,5	78,9	50,0	50,0	50,0	20,0	N/A
Kiribati	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Kuwait	2001	68,2	70,0	78,6	99,9	44,5	80,8	30,0	50,0	90,0	70,0	N/A
"Kyrgyz Republic "	2001	53,7	55,0	65,0	68,7	86,8	55,7	50,0	50,0	30,0	22,0	N/A
Laos	2001	33,5	40,0	55,6	71,0	81,3	13,8	10,0	10,0	10,0	10,0	N/A
Latvia	2001	66,4	70,0	80,0	75,5	65,3	83,2	70,0	70,0	50,0	34,0	N/A
Lebanon	2001	61,0	70,0	57,0	92,3	63,3	86,2	50,0	70,0	50,0	10,0	N/A
Lesotho	2001	50,6	55,0	61,0	64,3	28,0	66,7	50,0	50,0	50,0	30,0	N/A
Liberia	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Libya	2001	34,0	40,0	49,0	53,6	54,6	69,1	10,0	10,0	10,0	10,0	N/A
Liechtenstein	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lithuania	2001	65,5	70,0	82,8	71,0	73,0	84,8	70,0	50,0	50,0	38,0	N/A
Luxembourg	2001	80,1	85,0	78,0	52,5	58,9	88,6	90,0	90,0	90,0	88,0	N/A
Macau	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Macedonia	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Madagascar	2001	53,9	70,0	0,0	74,5	84,1	76,5	50,0	50,0	50,0	30,0	N/A
Malawi	2001	56,2	55,0	64,8	70,9	73,0	51,0	50,0	50,0	50,0	41,0	N/A
"Malaysia "	2001	60,2	70,0	66,0	80,6	85,5	78,4	30,0	30,0	50,0	51,0	N/A
Maldives	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mali	2001	60,1	70,0	61,0	60,8	81,3	87,6	70,0	50,0	50,0	10,0	N/A
Malta	2001	62,9	70,0	73,6	65,7	41,9	74,5	50,0	70,0	90,0	30,0	N/A
Mauritania	2001	48,5	55,0	35,0	51,3	79,7	75,7	50,0	30,0	30,0	30,0	N/A
Mauritius	2001	66,4	70,0	60,2	75,9	84,1	68,4	50,0	70,0	70,0	49,0	N/A
Mexico	2001	60,6	55,0	83,0	69,0	85,5	69,1	50,0	50,0	50,0	34,0	N/A
Micronesia	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Moldova	2001	54,9	55,0	76,4	54,5	76,5	55,9	50,0	50,0	50,0	26,0	N/A
Mongolia	2001	56,0	55,0	75,0	64,5	47,1	69,6	50,0	50,0	50,0	43,0	N/A
Montenegro	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Morocco	2001	63,9	70,0	61,0	62,3	82,7	87,9	70,0	50,0	50,0	41,0	N/A
"Mozambique "	2001	59,2	55,0	65,0	82,6	85,5	79,7	50,0	50,0	30,0	35,0	N/A
Namibia	2001	64,8	70,0	61,0	63,1	69,3	77,1	70,0	50,0	70,0	53,0	N/A
Nepal	2001	51,6	55,0	67,8	84,0	88,0	69,8	30,0	30,0	30,0	10,0	N/A
New Zealand	2001	81,1	85,0	78,0	62,5	49,6	91,2	90,0	90,0	90,0	94,0	N/A
"Nicaragua "	2001	58,0	55,0	65,6	80,8	71,2	68,6	70,0	50,0	30,0	31,0	N/A
Niger	2001	48,9	55,0	61,0	45,8	91,3	87,4	30,0	30,0	30,0	10,0	N/A
Nigeria	2001	49,6	55,0	27,0	84,4	74,8	78,9	50,0	30,0	30,0	16,0	N/A
North Korea	2001	8,9	40,0	0,0	0,0	0,0	0,0	10,0	10,0	10,0	10,0	N/A
Norway	2001	67,1	70,0	81,0	56,7	36,5	80,3	50,0	50,0	90,0	89,0	N/A
Oman	2001	67,7	70,0	79,4	98,5	67,3	94,0	30,0	50,0	50,0	70,0	N/A
"Pakistan "	2001	56,0	55,0	49,4	82,0	90,3	75,5	50,0	50,0	30,0	22,0	N/A
"Panama "	2001	70,6	70,0	61,0	81,0	74,8	88,3	70,0	90,0	50,0	50,0	N/A
Papua New Guinea	2001	57,2	55,0	45,2	52,9	73,5	87,9	50,0	50,0	50,0	50,0	N/A
"Paraguay "	2001	60,3	55,0	65,8	89,7	90,3	72,1	70,0	50,0	30,0	20,0	N/A
Peru	2001	69,6	70,0	66,6	80,1	92,3	81,0	70,0	70,0	50,0	46,0	N/A
Poland	2001	61,8	70,0	77,6	61,3	44,5	70,9	70,0	50,0	70,0	42,0	N/A
Portugal	2001	66,0	70,0	78,0	61,6	41,9	85,2	70,0	50,0	70,0	67,0	N/A
Qatar	2001	60,0	55,0	75,0	87,5	47,1	75,2	50,0	30,0	50,0	70,0	N/A
"Republic of Congo "	2001	44,3	55,0	25,0	54,3	89,2	74,9	30,0	30,0	30,0	10,0	N/A
Romania	2001	50,0	55,0	73,4	57,6	79,7	41,4	50,0	30,0	30,0	33,0	N/A
Russia	2001	49,8	55,0	52,2	74,7	73,0	38,9	50,0	30,0	50,0	24,0	N/A
Rwanda	2001	45,4	40,0	62,4	67,0	95,7	83,7	30,0	10,0	10,0	10,0	N/A
Saint Lucia	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saint Vincent and the Grenadines	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Samoa	2001	63,1	70,0	62,0	75,5	48,8	91,2	50,0	50,0	50,0	70,0	N/A
"São Tomé and Príncipe "	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Saudi Arabia	2001	62,2	70,0	61,0	99,4	65,3	83,8	30,0	30,0	50,0	70,0	N/A
Senegal	2001	58,7	55,0	61,0	60,2	89,2	78,8	50,0	50,0	50,0	34,0	N/A
"Serbia "	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Seychelles	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sierra Leone	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Singapore	2001	87,8	100,0	83,0	83,1	90,3	92,9	90,0	70,0	90,0	91,0	N/A
Slovakia	2001	58,5	70,0	80,2	59,3	39,3	70,8	70,0	50,0	50,0	37,0	N/A
Slovenia	2001	61,8	85,0	67,4	52,8	47,1	73,6	50,0	50,0	70,0	60,0	N/A
Solomon Islands	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
South Africa	2001	63,8	70,0	61,0	65,0	78,1	79,6	70,0	50,0	50,0	50,0	N/A
South Korea	2001	69,1	70,0	67,8	71,7	79,7	84,5	70,0	50,0	90,0	38,0	N/A
Spain	2001	68,1	70,0	78,0	53,8	54,4	80,7	70,0	70,0	70,0	66,0	N/A
Sri Lanka	2001	66,0	70,0	70,2	73,4	81,3	79,1	50,0	50,0	70,0	50,0	N/A
Sudan	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Suriname	2001	44,3	55,0	25,0	63,8	78,1	36,7	50,0	30,0	50,0	10,0	N/A
Swaziland	2001	63,6	70,0	61,0	73,0	74,8	73,9	70,0	50,0	70,0	30,0	N/A
Sweden	2001	66,6	70,0	78,0	33,7	2,5	91,4	70,0	70,0	90,0	94,0	N/A
Switzerland	2001	76,0	70,0	83,0	80,1	22,0	90,2	70,0	90,0	90,0	89,0	N/A
Syria	2001	36,6	55,0	15,0	39,2	65,3	74,9	30,0	10,0	30,0	10,0	N/A
Taiwan	2001	72,8	85,0	78,8	75,3	79,7	90,0	50,0	50,0	90,0	56,0	N/A
Tajikistan	2001	46,8	55,0	69,0	58,0	92,3	46,6	30,0	30,0	30,0	10,0	N/A
Tanzania	2001	54,9	55,0	45,0	80,9	94,1	70,1	50,0	50,0	30,0	19,0	N/A
"Thailand "	2001	68,9	70,0	77,6	75,4	90,3	84,6	70,0	50,0	70,0	32,0	N/A
The Bahamas	2001	74,8	100,0	19,4	97,3	89,2	87,3	50,0	70,0	90,0	70,0	N/A
The Gambia	2001	56,6	55,0	57,4	72,7	90,3	73,9	50,0	50,0	50,0	10,0	N/A
The Netherlands	2001	73,0	70,0	78,0	38,4	25,0	85,7	90,0	90,0	90,0	90,0	N/A
The Philippines	2001	60,9	55,0	68,4	77,3	88,0	73,6	50,0	50,0	50,0	36,0	N/A
Timor-Leste	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Togo	2001	45,3	40,0	61,0	54,2	93,3	78,9	30,0	10,0	30,0	10,0	N/A
Tonga	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Trinidad and Tobago	2001	71,8	70,0	66,8	70,9	76,5	82,4	90,0	70,0	70,0	50,0	N/A
Tunisia	2001	60,8	70,0	45,2	68,7	58,9	84,2	70,0	50,0	50,0	50,0	N/A
Turkey	2001	60,6	70,0	73,0	66,9	73,0	36,4	70,0	50,0	70,0	36,0	N/A
Turkmenistan	2001	41,8	55,0	25,0	84,6	79,7	51,9	30,0	10,0	30,0	10,0	N/A
Uganda	2001	60,4	70,0	72,2	81,0	92,3	75,8	50,0	30,0	50,0	22,0	N/A
Ukraine	2001	48,5	55,0	70,0	63,8	49,6	62,3	50,0	30,0	30,0	26,0	N/A
United Arab Emirates	2001	74,9	85,0	77,0	99,9	51,3	80,7	50,0	50,0	90,0	90,0	N/A
United Kingdom	2001	77,6	85,0	78,0	61,7	52,0	85,7	70,0	90,0	90,0	86,0	N/A
United States	2001	79,1	85,0	81,0	63,5	71,2	85,9	70,0	90,0	90,0	75,0	N/A
"Uruguay "	2001	70,7	70,0	77,8	86,5	71,2	76,9	70,0	70,0	70,0	44,0	N/A
Uzbekistan	2001	38,2	40,0	50,0	55,9	65,3	44,9	30,0	10,0	30,0	18,0	N/A
Vanuatu	2001	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
"Venezuela "	2001	54,6	55,0	61,4	75,5	88,0	55,9	50,0	50,0	30,0	26,0	N/A
Vietnam	2001	44,3	40,0	51,0	54,1	86,8	71,1	30,0	30,0	10,0	26,0	N/A
Yemen	2001	44,3	55,0	64,2	74,7	33,7	71,5	30,0	30,0	30,0	10,0	N/A
Zambia	2001	59,5	55,0	69,4	68,5	74,8	62,7	70,0	50,0	50,0	35,0	N/A
Zimbabwe	2001	38,8	55,0	53,4	47,8	61,1	41,2	10,0	30,0	10,0	41,0	N/A
Afghanistan	2000	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Albania	2000	53,6	70,0	57,8	80,2	74,8	59,7	70,0	30,0	30,0	10,0	N/A
Algeria	2000	56,8	70,0	39,6	64,7	63,3	74,0	50,0	50,0	50,0	50,0	N/A
Angola	2000	24,3	40,0	25,0	53,4	0,0	0,0	30,0	30,0	30,0	10,0	N/A
Argentina	2000	70,0	85,0	62,0	74,0	79,7	89,6	70,0	70,0	70,0	30,0	N/A
Armenia	2000	63,0	55,0	77,0	79,3	86,8	69,1	50,0	70,0	50,0	30,0	N/A
Australia	2000	77,1	70,0	79,0	55,8	63,3	89,0	70,0	90,0	90,0	87,0	N/A
Austria	2000	68,4	70,0	83,0	44,2	25,0	88,4	70,0	70,0	90,0	75,0	N/A
Azerbaijan	2000	49,8	55,0	55,0	71,3	76,5	70,7	30,0	30,0	30,0	30,0	N/A
Bahrain	2000	75,7	85,0	77,6	99,6	79,7	89,2	50,0	70,0	60,0	70,0	N/A
"Bangladesh "	2000	48,9	40,0	32,0	77,2	90,3	68,1	50,0	30,0	30,0	23,0	N/A
Barbados	2000	69,5	70,0	62,0	58,6	67,3	88,0	70,0	70,0	70,0	70,0	N/A
Belarus	2000	41,3	55,0	57,6	58,3	39,3	32,5	30,0	30,0	30,0	39,0	N/A
Belgium	2000	63,5	70,0	77,8	33,1	18,9	87,9	70,0	70,0	90,0	54,0	N/A
Belize	2000	63,3	70,0	53,8	58,9	74,8	92,0	70,0	50,0	50,0	50,0	N/A
Benin	2000	61,5	70,0	59,0	71,5	97,6	75,6	50,0	50,0	50,0	30,0	N/A
Bhutan	2000	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
